BR,HR,RRI,MOVING,DETECT,NO_ONE,STABLE
0.000642965,100,0.6,Y,Y,Y,Y
0.000625973,240,0.25,Y,Y,Y,Y
0.000574316,75,0.8,Y,Y,Y,Y
0.000514846,35.29,1.7,Y,Y,Y,Y
0.000465075,70.59,0.85,Y,Y,Y,Y
0.000431458,70.59,0.85,Y,Y,Y,Y
0.000405219,16.67,3.6,Y,Y,Y,Y
0.000378391,70.59,0.85,Y,Y,Y,Y
0.000342298,66.67,0.9,Y,Y,Y,Y
0.000298817,240,0.25,Y,Y,Y,Y
0.000267352,38.71,1.55,Y,Y,Y,Y
0.000229797,75,0.8,Y,Y,Y,Y
0.000108625,200,0.3,Y,Y,Y,Y
-0.000105415,48,1.25,Y,Y,Y,Y
-0.000292428,54.55,1.1,Y,Y,Y,Y
-0.000389201,109.09,0.55,Y,Y,Y,Y
-0.000449825,54.55,1.1,Y,Y,Y,Y
-0.000518548,100,0.6,Y,Y,Y,Y
-0.000605213,66.67,0.9,Y,Y,Y,Y
-0.000703718,92.31,0.65,Y,Y,Y,Y
-0.000788282,200,0.3,Y,Y,Y,Y
-0.000821844,70.59,0.85,Y,Y,Y,Y
-0.000799876,70.59,0.85,Y,Y,Y,Y
-0.000766015,66.67,0.9,Y,Y,Y,Y
-0.000753598,63.16,0.95,Y,Y,Y,Y
-0.000752089,66.67,0.9,Y,Y,Y,Y
-0.000713123,75,0.8,Y,Y,Y,Y
-0.000628189,66.67,0.9,Y,Y,Y,Y
-0.000578114,66.67,0.9,Y,Y,Y,Y
-0.000584454,66.67,0.9,Y,Y,Y,Y
-0.000549344,70.59,0.85,Y,Y,Y,Y
-0.00042781,70.59,0.85,Y,Y,Y,Y
-0.000283242,66.67,0.9,Y,Y,Y,Y
-0.000173907,46.15,1.3,Y,Y,Y,Y
-0.000108894,100,0.6,Y,Y,Y,Y
-0.0000722,40,1.5,Y,Y,Y,Y
-0.0000438,44.44,1.35,Y,Y,Y,Y
-0.000019,66.67,0.9,Y,Y,Y,Y
-0.00000224,70.59,0.85,Y,Y,Y,Y
-0.000000921,70.59,0.85,Y,Y,Y,Y
-0.0000205,66.67,0.9,Y,Y,Y,Y
-0.0000309,66.67,0.9,Y,Y,Y,Y
-0.000015,70.59,0.85,Y,Y,Y,Y
-0.0000406,70.59,0.85,Y,Y,Y,Y
-0.000124766,200,0.3,Y,Y,Y,Y
-0.000160897,92.31,0.65,Y,Y,Y,Y
-0.000104084,60,1,Y,Y,Y,Y
-0.0000275,66.67,0.9,Y,Y,Y,Y
0.0000177,100,0.6,Y,Y,Y,Y
0.0000554,200,0.3,Y,Y,Y,Y
0.000118234,66.67,0.9,Y,Y,Y,Y
0.00019833,63.16,0.95,Y,Y,Y,Y
0.000279895,63.16,0.95,Y,Y,Y,Y
0.000358945,63.16,0.95,Y,Y,Y,Y
0.000429886,70.59,0.85,Y,Y,Y,Y
0.000481047,70.59,0.85,Y,Y,Y,Y
0.000519845,100,0.6,Y,Y,Y,Y
0.000573362,66.67,0.9,Y,Y,Y,Y
0.000608355,120,0.5,Y,Y,Y,Y
0.000566755,70.59,0.85,Y,Y,Y,Y
0.000504726,44.44,1.35,Y,Y,Y,Y
0.000523464,54.55,1.1,Y,Y,Y,Y
0.00060725,133.33,0.45,Y,Y,Y,Y
0.00067306,80,0.75,Y,Y,Y,Y
0.000693841,44.44,1.35,Y,Y,Y,Y
0.000692706,120,0.5,Y,Y,Y,Y
0.000690589,200,0.3,Y,Y,Y,Y
0.000689798,200,0.3,Y,Y,Y,Y
0.00068678,120,0.5,Y,Y,Y,Y
0.000675091,60,1,Y,Y,Y,Y
0.00063322,37.5,1.6,Y,Y,Y,Y
0.000552696,80,0.75,Y,Y,Y,Y
0.000460326,60,1,Y,Y,Y,Y
0.000387418,109.09,0.55,Y,Y,Y,Y
0.000305805,66.67,0.9,Y,Y,Y,Y
0.000137944,75,0.8,Y,Y,Y,Y
-0.0000898,70.59,0.85,Y,Y,Y,Y
-0.000245677,63.16,0.95,Y,Y,Y,Y
-0.000305568,66.67,0.9,Y,Y,Y,Y
-0.000354452,70.59,0.85,Y,Y,Y,Y
-0.000432681,66.67,0.9,Y,Y,Y,Y
-0.000528519,66.67,0.9,Y,Y,Y,Y
-0.000613072,66.67,0.9,Y,Y,Y,Y
-0.000656755,66.67,0.9,Y,Y,Y,Y
-0.000652757,200,0.3,Y,Y,Y,Y
-0.000620915,100,0.6,Y,Y,Y,Y
-0.000586475,52.17,1.15,Y,Y,Y,Y
-0.000557125,100,0.6,Y,Y,Y,Y
-0.000523747,66.67,0.9,Y,Y,Y,Y
-0.000450672,70.59,0.85,Y,Y,Y,Y
-0.000341659,66.67,0.9,Y,Y,Y,Y
-0.00029119,75,0.8,Y,Y,Y,Y
-0.000315745,66.67,0.9,Y,Y,Y,Y
-0.000298184,66.67,0.9,Y,Y,Y,Y
-0.000206962,66.67,0.9,Y,Y,Y,Y
-0.000134792,75,0.8,Y,Y,Y,Y
-0.000124802,75,0.8,Y,Y,Y,Y
-0.000149133,80,0.75,Y,Y,Y,Y
-0.00017651,31.58,1.9,Y,Y,Y,Y
-0.000184493,200,0.3,Y,Y,Y,Y
-0.000173842,109.09,0.55,Y,Y,Y,Y
-0.000157927,66.67,0.9,Y,Y,Y,Y
-0.000148199,109.09,0.55,Y,Y,Y,Y
-0.000161512,63.16,0.95,Y,Y,Y,Y
-0.000174187,80,0.75,Y,Y,Y,Y
-0.00014547,133.33,0.45,Y,Y,Y,Y
-0.000129977,54.55,1.1,Y,Y,Y,Y
-0.000181855,75,0.8,Y,Y,Y,Y
-0.000223098,75,0.8,Y,Y,Y,Y
-0.000168539,92.31,0.65,Y,Y,Y,Y
-0.0000483,52.17,1.15,Y,Y,Y,Y
0.0000591,120,0.5,Y,Y,Y,Y
0.000135067,85.71,0.7,Y,Y,Y,Y
0.000205689,60,1,Y,Y,Y,Y
0.000278653,85.71,0.7,Y,Y,Y,Y
0.000354131,109.09,0.55,Y,Y,Y,Y
0.000432114,52.17,1.15,Y,Y,Y,Y
0.000507543,109.09,0.55,Y,Y,Y,Y
0.000569275,70.59,0.85,Y,Y,Y,Y
0.00061233,80,0.75,Y,Y,Y,Y
0.00066131,85.71,0.7,Y,Y,Y,Y
0.000710065,85.71,0.7,Y,Y,Y,Y
0.000691606,85.71,0.7,Y,Y,Y,Y
0.000613159,80,0.75,Y,Y,Y,Y
0.000579891,63.16,0.95,Y,Y,Y,Y
0.000622175,150,0.4,Y,Y,Y,Y
0.000666354,85.71,0.7,Y,Y,Y,Y
0.000654374,240,0.25,Y,Y,Y,Y
0.000594961,52.17,1.15,Y,Y,Y,Y
0.000519136,80,0.75,Y,Y,Y,Y
0.000436424,66.67,0.9,Y,Y,Y,Y
0.000349565,109.09,0.55,Y,Y,Y,Y
0.00025773,85.71,0.7,Y,Y,Y,Y
0.000154729,85.71,0.7,Y,Y,Y,Y
0.0000449,60,1,Y,Y,Y,Y
-0.0000714,150,0.4,Y,Y,Y,Y
-0.000171189,41.38,1.45,Y,Y,Y,Y
-0.000234461,85.71,0.7,Y,Y,Y,Y
-0.000334952,92.31,0.65,Y,Y,Y,Y
-0.000513463,85.71,0.7,Y,Y,Y,Y
-0.000659893,52.17,1.15,Y,Y,Y,Y
-0.000690943,60,1,Y,Y,Y,Y
-0.000659053,46.15,1.3,Y,Y,Y,Y
-0.000637225,85.71,0.7,Y,Y,Y,Y
-0.000637218,85.71,0.7,Y,Y,Y,Y
-0.000630987,66.67,0.9,Y,Y,Y,Y
-0.000597993,50,1.2,Y,Y,Y,Y
-0.000531706,92.31,0.65,Y,Y,Y,Y
-0.000443348,85.71,0.7,Y,Y,Y,Y
-0.000366934,85.71,0.7,Y,Y,Y,Y
-0.000340178,80,0.75,Y,Y,Y,Y
-0.000355944,85.71,0.7,Y,Y,Y,Y
-0.000355844,80,0.75,Y,Y,Y,Y
-0.000358417,48,1.25,Y,Y,Y,Y
-0.000440309,42.86,1.4,Y,Y,Y,Y
-0.000544381,92.31,0.65,Y,Y,Y,Y
-0.000555074,46.15,1.3,Y,Y,Y,Y
-0.000492341,85.71,0.7,Y,Y,Y,Y
-0.000437022,70.59,0.85,Y,Y,Y,Y
-0.0004018,85.71,0.7,Y,Y,Y,Y
-0.000358718,85.71,0.7,Y,Y,Y,Y
-0.000303168,75,0.8,Y,Y,Y,Y
-0.000248357,80,0.75,Y,Y,Y,Y
-0.000195084,40,1.5,Y,Y,Y,Y
-0.000136356,75,0.8,Y,Y,Y,Y
-0.0000726,57.14,1.05,Y,Y,Y,Y
-0.0000158,109.09,0.55,Y,Y,Y,Y
0.0000368,85.71,0.7,Y,Y,Y,Y
0.0000868,85.71,0.7,Y,Y,Y,Y
0.0000914,75,0.8,Y,Y,Y,Y
0.0000483,75,0.8,Y,Y,Y,Y
0.0000491,57.14,1.05,Y,Y,Y,Y
0.000135883,133.33,0.45,Y,Y,Y,Y
0.000240768,85.71,0.7,Y,Y,Y,Y
0.000304701,75,0.8,Y,Y,Y,Y
0.000338801,80,0.75,Y,Y,Y,Y
0.000378819,75,0.8,Y,Y,Y,Y
0.000435919,85.71,0.7,Y,Y,Y,Y
0.00050001,85.71,0.7,Y,Y,Y,Y
0.000560311,80,0.75,Y,Y,Y,Y
0.000615932,75,0.8,Y,Y,Y,Y
0.000668673,80,0.75,Y,Y,Y,Y
0.000723317,66.67,0.9,Y,Y,Y,Y
0.000794419,133.33,0.45,Y,Y,Y,Y
0.000845874,85.71,0.7,Y,Y,Y,Y
0.000796604,63.16,0.95,Y,Y,Y,Y
0.000659633,57.14,1.05,Y,Y,Y,Y
0.00055633,63.16,0.95,Y,Y,Y,Y
0.000526398,120,0.5,Y,Y,Y,Y
0.000493233,100,0.6,Y,Y,Y,Y
0.000415129,80,0.75,Y,Y,Y,Y
0.000311718,240,0.25,Y,Y,Y,Y
0.00020656,80,0.75,Y,Y,Y,Y
0.000108887,80,0.75,Y,Y,Y,Y
0.0000231,75,0.8,Y,Y,Y,Y
-0.0000467,80,0.75,Y,Y,Y,Y
-0.000103728,80,0.75,Y,Y,Y,Y
-0.000168999,80,0.75,Y,Y,Y,Y
-0.000242176,75,0.8,Y,Y,Y,Y
-0.000268102,80,0.75,Y,Y,Y,Y
-0.000250383,85.71,0.7,Y,Y,Y,Y
-0.000287906,85.71,0.7,Y,Y,Y,Y
-0.000377314,85.71,0.7,Y,Y,Y,Y
-0.000397387,42.86,1.4,Y,Y,Y,Y
-0.000325862,25.53,2.35,Y,Y,Y,Y
-0.000245742,46.15,1.3,Y,Y,Y,Y
-0.00020603,85.71,0.7,Y,Y,Y,Y
-0.000202773,48,1.25,Y,Y,Y,Y
-0.00022017,240,0.25,Y,Y,Y,Y
-0.000245015,57.14,1.05,Y,Y,Y,Y
-0.000271049,52.17,1.15,Y,Y,Y,Y
-0.000305634,80,0.75,Y,Y,Y,Y
-0.000368793,75,0.8,Y,Y,Y,Y
-0.00044863,75,0.8,Y,Y,Y,Y
-0.000488855,80,0.75,Y,Y,Y,Y
-0.000500109,85.71,0.7,Y,Y,Y,Y
-0.000569451,60,1,Y,Y,Y,Y
-0.000680465,75,0.8,Y,Y,Y,Y
-0.000713807,42.86,1.4,Y,Y,Y,Y
-0.000640227,46.15,1.3,Y,Y,Y,Y
-0.000538236,57.14,1.05,Y,Y,Y,Y
-0.000456383,100,0.6,Y,Y,Y,Y
-0.000382185,80,0.75,Y,Y,Y,Y
-0.000295495,92.31,0.65,Y,Y,Y,Y
-0.000193883,70.59,0.85,Y,Y,Y,Y
-0.0000893,85.71,0.7,Y,Y,Y,Y
0.0000144,85.71,0.7,Y,Y,Y,Y
0.000109591,80,0.75,Y,Y,Y,Y
0.000190379,70.59,0.85,Y,Y,Y,Y
0.000278634,75,0.8,Y,Y,Y,Y
0.000358904,75,0.8,Y,Y,Y,Y
0.000365946,80,0.75,Y,Y,Y,Y
0.000323444,75,0.8,Y,Y,Y,Y
0.000332166,80,0.75,Y,Y,Y,Y
0.000402808,52.17,1.15,Y,Y,Y,Y
0.000466929,80,0.75,Y,Y,Y,Y
0.000492771,70.59,0.85,Y,Y,Y,Y
0.00049721,57.14,1.05,Y,Y,Y,Y
0.000501876,75,0.8,Y,Y,Y,Y
0.000514611,48,1.25,Y,Y,Y,Y
0.000528448,60,1,Y,Y,Y,Y
0.000535631,80,0.75,Y,Y,Y,Y
0.000536023,80,0.75,Y,Y,Y,Y
0.000535126,85.71,0.7,Y,Y,Y,Y
0.000551875,80,0.75,Y,Y,Y,Y
0.000582288,80,0.75,Y,Y,Y,Y
0.000559669,66.67,0.9,Y,Y,Y,Y
0.000457518,75,0.8,Y,Y,Y,Y
0.000367537,80,0.75,Y,Y,Y,Y
0.000352931,80,0.75,Y,Y,Y,Y
0.000362601,75,0.8,Y,Y,Y,Y
0.000330598,75,0.8,Y,Y,Y,Y
0.000248369,85.71,0.7,Y,Y,Y,Y
0.000146617,75,0.8,Y,Y,Y,Y
0.0000496,80,0.75,Y,Y,Y,Y
-0.0000371,54.55,1.1,Y,Y,Y,Y
-0.000123281,120,0.5,Y,Y,Y,Y
-0.000221763,41.38,1.45,Y,Y,Y,Y
-0.000334534,80,0.75,Y,Y,Y,Y
-0.000455873,85.71,0.7,Y,Y,Y,Y
-0.000550899,75,0.8,Y,Y,Y,Y
-0.000602294,80,0.75,Y,Y,Y,Y
-0.00067574,75,0.8,Y,Y,Y,Y
-0.000787267,60,1,Y,Y,Y,Y
-0.000842843,57.14,1.05,Y,Y,Y,Y
-0.000804354,52.17,1.15,Y,Y,Y,Y
-0.000735927,52.17,1.15,Y,Y,Y,Y
-0.000688093,60,1,Y,Y,Y,Y
-0.000653405,240,0.25,Y,Y,Y,Y
-0.000603611,50,1.2,Y,Y,Y,Y
0.000129335,133.33,0.45,Y,Y,Y,Y
0.000169945,75,0.8,Y,Y,Y,Y
0.000196681,75,0.8,Y,Y,Y,Y
0.000235995,85.71,0.7,Y,Y,Y,Y
0.000296198,70.59,0.85,Y,Y,Y,Y
0.000351439,70.59,0.85,Y,Y,Y,Y
0.000342171,75,0.8,Y,Y,Y,Y
0.000267993,80,0.75,Y,Y,Y,Y
0.000221326,85.71,0.7,Y,Y,Y,Y
0.000248115,75,0.8,Y,Y,Y,Y
0.000293042,70.59,0.85,Y,Y,Y,Y
0.000301279,54.55,1.1,Y,Y,Y,Y
0.000276563,50,1.2,Y,Y,Y,Y
0.000250307,80,0.75,Y,Y,Y,Y
0.000244903,70.59,0.85,Y,Y,Y,Y
0.000264934,70.59,0.85,Y,Y,Y,Y
0.000294169,200,0.3,Y,Y,Y,Y
0.000307377,120,0.5,Y,Y,Y,Y
0.000291558,120,0.5,Y,Y,Y,Y
0.000262109,60,1,Y,Y,Y,Y
0.000250886,50,1.2,Y,Y,Y,Y
0.000265266,80,0.75,Y,Y,Y,Y
0.00028019,54.55,1.1,Y,Y,Y,Y
0.000238027,54.55,1.1,Y,Y,Y,Y
0.000127927,150,0.4,Y,Y,Y,Y
0.0000514,41.38,1.45,Y,Y,Y,Y
0.0000686,80,0.75,Y,Y,Y,Y
0.000109994,70.59,0.85,Y,Y,Y,Y
0.000113082,75,0.8,Y,Y,Y,Y
0.0000889,200,0.3,Y,Y,Y,Y
0.0000649,52.17,1.15,Y,Y,Y,Y
0.0000583,80,0.75,Y,Y,Y,Y
0.0000725,80,0.75,Y,Y,Y,Y
0.0000997,75,0.8,Y,Y,Y,Y
0.000114186,75,0.8,Y,Y,Y,Y
0.0000952,80,0.75,Y,Y,Y,Y
0.0000695,54.55,1.1,Y,Y,Y,Y
0.0000754,80,0.75,Y,Y,Y,Y
0.000117979,54.55,1.1,Y,Y,Y,Y
0.000152866,80,0.75,Y,Y,Y,Y
0.000111567,75,0.8,Y,Y,Y,Y
0.0000126,80,0.75,Y,Y,Y,Y
-0.0000269,85.71,0.7,Y,Y,Y,Y
0.0000307,42.86,1.4,Y,Y,Y,Y
0.000109837,80,0.75,Y,Y,Y,Y
0.000160905,85.71,0.7,Y,Y,Y,Y
0.000185138,80,0.75,Y,Y,Y,Y
0.000200205,85.71,0.7,Y,Y,Y,Y
0.000235796,75,0.8,Y,Y,Y,Y
0.000308672,80,0.75,Y,Y,Y,Y
0.00039796,75,0.8,Y,Y,Y,Y
0.000469085,85.71,0.7,Y,Y,Y,Y
0.000513056,85.71,0.7,Y,Y,Y,Y
0.000545558,80,0.75,Y,Y,Y,Y
0.000601399,80,0.75,Y,Y,Y,Y
0.000690354,70.59,0.85,Y,Y,Y,Y
0.000743684,54.55,1.1,Y,Y,Y,Y
0.000713421,120,0.5,Y,Y,Y,Y
0.000661433,70.59,0.85,Y,Y,Y,Y
0.00065641,66.67,0.9,Y,Y,Y,Y
0.000667711,70.59,0.85,Y,Y,Y,Y
0.000623417,75,0.8,Y,Y,Y,Y
0.000501975,75,0.8,Y,Y,Y,Y
0.000331431,70.59,0.85,Y,Y,Y,Y
0.000158546,70.59,0.85,Y,Y,Y,Y
0.00002,75,0.8,Y,Y,Y,Y
-0.0000836,41.38,1.45,Y,Y,Y,Y
-0.00018438,75,0.8,Y,Y,Y,Y
-0.000312717,80,0.75,Y,Y,Y,Y
-0.000450912,75,0.8,Y,Y,Y,Y
-0.000552249,85.71,0.7,Y,Y,Y,Y
-0.00063142,75,0.8,Y,Y,Y,Y
-0.000739129,70.59,0.85,Y,Y,Y,Y
-0.000851339,70.59,0.85,Y,Y,Y,Y
-0.000904351,75,0.8,Y,Y,Y,Y
-0.000906804,171.43,0.35,Y,Y,Y,Y
-0.000907189,50,1.2,Y,Y,Y,Y
-0.00091238,75,0.8,Y,Y,Y,Y
-0.000912918,75,0.8,Y,Y,Y,Y
-0.000905172,75,0.8,Y,Y,Y,Y
-0.000879467,75,0.8,Y,Y,Y,Y
-0.0008318,75,0.8,Y,Y,Y,Y
-0.000765004,66.67,0.9,Y,Y,Y,Y
-0.000695902,75,0.8,Y,Y,Y,Y
-0.000640737,85.71,0.7,Y,Y,Y,Y
-0.000580196,75,0.8,Y,Y,Y,Y
-0.000510654,75,0.8,Y,Y,Y,Y
-0.000479943,52.17,1.15,Y,Y,Y,Y
-0.000492657,133.33,0.45,Y,Y,Y,Y
-0.000477997,80,0.75,Y,Y,Y,Y
-0.000406672,75,0.8,Y,Y,Y,Y
-0.000325076,70.59,0.85,Y,Y,Y,Y
-0.000265813,75,0.8,Y,Y,Y,Y
-0.000215502,80,0.75,Y,Y,Y,Y
-0.000158029,46.15,1.3,Y,Y,Y,Y
-0.00009,240,0.25,Y,Y,Y,Y
-0.00000867,75,0.8,Y,Y,Y,Y
0.0000798,92.31,0.65,Y,Y,Y,Y
0.000155817,75,0.8,Y,Y,Y,Y
0.000208978,75,0.8,Y,Y,Y,Y
0.000258995,80,0.75,Y,Y,Y,Y
0.000336636,80,0.75,Y,Y,Y,Y
0.000415756,54.55,1.1,Y,Y,Y,Y
0.000443633,120,0.5,Y,Y,Y,Y
0.000459597,200,0.3,Y,Y,Y,Y
0.000526544,50,1.2,Y,Y,Y,Y
0.000621329,75,0.8,Y,Y,Y,Y
0.00069824,66.67,0.9,Y,Y,Y,Y
0.000746296,75,0.8,Y,Y,Y,Y
0.000774553,41.38,1.45,Y,Y,Y,Y
0.000799241,42.86,1.4,Y,Y,Y,Y
0.000834544,200,0.3,Y,Y,Y,Y
0.000883521,150,0.4,Y,Y,Y,Y
0.000929522,57.14,1.05,Y,Y,Y,Y
0.000942175,75,0.8,Y,Y,Y,Y
0.000924011,109.09,0.55,Y,Y,Y,Y
0.000919168,70.59,0.85,Y,Y,Y,Y
0.000917947,80,0.75,Y,Y,Y,Y
0.000858287,70.59,0.85,Y,Y,Y,Y
0.000761477,70.59,0.85,Y,Y,Y,Y
0.000695239,75,0.8,Y,Y,Y,Y
0.000642588,63.16,0.95,Y,Y,Y,Y
0.000547101,80,0.75,Y,Y,Y,Y
0.000405463,80,0.75,Y,Y,Y,Y
0.000241902,70.59,0.85,Y,Y,Y,Y
0.0000732,75,0.8,Y,Y,Y,Y
-0.0000797,40,1.5,Y,Y,Y,Y
-0.000203848,57.14,1.05,Y,Y,Y,Y
-0.0003128,46.15,1.3,Y,Y,Y,Y
-0.000439517,80,0.75,Y,Y,Y,Y
-0.000584515,80,0.75,Y,Y,Y,Y
-0.000698764,75,0.8,Y,Y,Y,Y
-0.000780398,54.55,1.1,Y,Y,Y,Y
-0.00088854,70.59,0.85,Y,Y,Y,Y
-0.001011802,120,0.5,Y,Y,Y,Y
-0.00107694,80,0.75,Y,Y,Y,Y
-0.001076608,80,0.75,Y,Y,Y,Y
-0.001061568,66.67,0.9,Y,Y,Y,Y
-0.001058021,80,0.75,Y,Y,Y,Y
-0.001049534,75,0.8,Y,Y,Y,Y
-0.001017173,38.71,1.55,Y,Y,Y,Y
-0.000965928,80,0.75,Y,Y,Y,Y
-0.000900524,66.67,0.9,Y,Y,Y,Y
-0.000821344,85.71,0.7,Y,Y,Y,Y
-0.000741562,80,0.75,Y,Y,Y,Y
-0.000675823,80,0.75,Y,Y,Y,Y
-0.000614457,75,0.8,Y,Y,Y,Y
-0.0005312,80,0.75,Y,Y,Y,Y
-0.000453195,38.71,1.55,Y,Y,Y,Y
-0.000426807,41.38,1.45,Y,Y,Y,Y
-0.000407355,75,0.8,Y,Y,Y,Y
-0.000330106,133.33,0.45,Y,Y,Y,Y
-0.000214968,57.14,1.05,Y,Y,Y,Y
-0.000110736,70.59,0.85,Y,Y,Y,Y
-0.0000255,75,0.8,Y,Y,Y,Y
0.0000634,75,0.8,Y,Y,Y,Y
0.000174685,200,0.3,Y,Y,Y,Y
0.000310727,52.17,1.15,Y,Y,Y,Y
0.000459575,70.59,0.85,Y,Y,Y,Y
0.000600552,85.71,0.7,Y,Y,Y,Y
0.000719397,200,0.3,Y,Y,Y,Y
0.000812296,52.17,1.15,Y,Y,Y,Y
0.000895625,57.14,1.05,Y,Y,Y,Y
0.001004888,60,1,Y,Y,Y,Y
0.001113949,66.67,0.9,Y,Y,Y,Y
0.001152647,80,0.75,Y,Y,Y,Y
0.001152856,75,0.8,Y,Y,Y,Y
0.001199469,75,0.8,Y,Y,Y,Y
0.001282157,200,0.3,Y,Y,Y,Y
0.001338927,50,1.2,Y,Y,Y,Y
0.001353292,75,0.8,Y,Y,Y,Y
0.001342021,75,0.8,Y,Y,Y,Y
0.001319171,66.67,0.9,Y,Y,Y,Y
0.001294399,85.71,0.7,Y,Y,Y,Y
0.00126928,80,0.75,Y,Y,Y,Y
0.001223244,52.17,1.15,Y,Y,Y,Y
0.001122518,150,0.4,Y,Y,Y,Y
0.000962592,75,0.8,Y,Y,Y,Y
0.000786835,240,0.25,Y,Y,Y,Y
0.000605454,85.71,0.7,Y,Y,Y,Y
0.000370155,52.17,1.15,Y,Y,Y,Y
0.0000922,52.17,1.15,Y,Y,Y,Y
-0.000149614,75,0.8,Y,Y,Y,Y
-0.000335626,150,0.4,Y,Y,Y,Y
-0.000517217,85.71,0.7,Y,Y,Y,Y
-0.000722875,60,1,Y,Y,Y,Y
-0.000925416,54.55,1.1,Y,Y,Y,Y
-0.00109192,85.71,0.7,Y,Y,Y,Y
-0.001222634,75,0.8,Y,Y,Y,Y
-0.001324798,80,0.75,Y,Y,Y,Y
-0.0013995,60,1,Y,Y,Y,Y
-0.001455598,133.33,0.45,Y,Y,Y,Y
-0.001506714,85.71,0.7,Y,Y,Y,Y
-0.001550884,80,0.75,Y,Y,Y,Y
-0.001557104,85.71,0.7,Y,Y,Y,Y
-0.001532657,85.71,0.7,Y,Y,Y,Y
-0.001538196,92.31,0.65,Y,Y,Y,Y
-0.001552379,57.14,1.05,Y,Y,Y,Y
-0.001495091,52.17,1.15,Y,Y,Y,Y
-0.001375838,85.71,0.7,Y,Y,Y,Y
-0.001255321,85.71,0.7,Y,Y,Y,Y
-0.001155805,80,0.75,Y,Y,Y,Y
-0.001065417,92.31,0.65,Y,Y,Y,Y
-0.000969449,57.14,1.05,Y,Y,Y,Y
-0.000862171,133.33,0.45,Y,Y,Y,Y
-0.000735627,75,0.8,Y,Y,Y,Y
-0.000589709,40,1.5,Y,Y,Y,Y
-0.000451274,80,0.75,Y,Y,Y,Y
-0.000345127,75,0.8,Y,Y,Y,Y
-0.000251481,85.71,0.7,Y,Y,Y,Y
-0.000138225,80,0.75,Y,Y,Y,Y
-0.0000379,70.59,0.85,Y,Y,Y,Y
-0.0000051,80,0.75,Y,Y,Y,Y
0.00000226,41.38,1.45,Y,Y,Y,Y
0.0000732,57.14,1.05,Y,Y,Y,Y
0.000206618,109.09,0.55,Y,Y,Y,Y
0.000338675,41.38,1.45,Y,Y,Y,Y
0.000438061,80,0.75,Y,Y,Y,Y
0.000503713,70.59,0.85,Y,Y,Y,Y
0.000542231,42.86,1.4,Y,Y,Y,Y
0.000565256,80,0.75,Y,Y,Y,Y
0.000586312,80,0.75,Y,Y,Y,Y
0.000610087,85.71,0.7,Y,Y,Y,Y
0.000615927,75,0.8,Y,Y,Y,Y
0.000590754,80,0.75,Y,Y,Y,Y
0.000566559,80,0.75,Y,Y,Y,Y
0.00057325,75,0.8,Y,Y,Y,Y
0.000567059,75,0.8,Y,Y,Y,Y
0.000498403,70.59,0.85,Y,Y,Y,Y
0.000422155,85.71,0.7,Y,Y,Y,Y
0.000421381,75,0.8,Y,Y,Y,Y
0.000493216,54.55,1.1,Y,Y,Y,Y
0.000584123,46.15,1.3,Y,Y,Y,Y
0.000658774,80,0.75,Y,Y,Y,Y
0.000704413,80,0.75,Y,Y,Y,Y
0.000729857,66.67,0.9,Y,Y,Y,Y
0.000767708,80,0.75,Y,Y,Y,Y
0.000834636,80,0.75,Y,Y,Y,Y
0.00090272,80,0.75,Y,Y,Y,Y
0.0009401,75,0.8,Y,Y,Y,Y
0.000947273,54.55,1.1,Y,Y,Y,Y
0.000955626,120,0.5,Y,Y,Y,Y
0.001000149,200,0.3,Y,Y,Y,Y
0.001049473,50,1.2,Y,Y,Y,Y
0.001043219,80,0.75,Y,Y,Y,Y
0.001013673,38.71,1.55,Y,Y,Y,Y
0.001020626,41.38,1.45,Y,Y,Y,Y
0.001037665,75,0.8,Y,Y,Y,Y
0.001009258,75,0.8,Y,Y,Y,Y
0.000923737,80,0.75,Y,Y,Y,Y
0.000796821,240,0.25,Y,Y,Y,Y
0.000644289,52.17,1.15,Y,Y,Y,Y
0.000483106,80,0.75,Y,Y,Y,Y
0.000325774,80,0.75,Y,Y,Y,Y
0.000169998,75,0.8,Y,Y,Y,Y
-0.0000086,240,0.25,Y,Y,Y,Y
-0.00021766,52.17,1.15,Y,Y,Y,Y
-0.000417517,75,0.8,Y,Y,Y,Y
-0.000599377,75,0.8,Y,Y,Y,Y
-0.000793425,80,0.75,Y,Y,Y,Y
-0.00097138,80,0.75,Y,Y,Y,Y
-0.001078814,75,0.8,Y,Y,Y,Y
-0.001128823,57.14,1.05,Y,Y,Y,Y
-0.001171821,109.09,0.55,Y,Y,Y,Y
-0.00122702,80,0.75,Y,Y,Y,Y
-0.001269701,80,0.75,Y,Y,Y,Y
-0.001274304,75,0.8,Y,Y,Y,Y
-0.001245436,75,0.8,Y,Y,Y,Y
-0.001194934,63.16,0.95,Y,Y,Y,Y
-0.001132939,57.14,1.05,Y,Y,Y,Y
-0.001068104,80,0.75,Y,Y,Y,Y
-0.000997922,75,0.8,Y,Y,Y,Y
-0.000910187,75,0.8,Y,Y,Y,Y
-0.00082018,200,0.3,Y,Y,Y,Y
-0.000770836,48,1.25,Y,Y,Y,Y
-0.000742803,75,0.8,Y,Y,Y,Y
-0.000665684,66.67,0.9,Y,Y,Y,Y
-0.000537425,85.71,0.7,Y,Y,Y,Y
-0.000417328,75,0.8,Y,Y,Y,Y
