BR,HR,RRI,MOVING,DETECT,NO_ONE,STABLE
-0.00080347,92.31,0.65,Y,Y,Y,Y
-0.000708139,57.14,1.05,Y,Y,Y,Y
-0.000642642,35.29,1.7,Y,Y,Y,Y
-0.000598066,63.16,0.95,Y,Y,Y,Y
-0.000550329,66.67,0.9,Y,Y,Y,Y
-0.000504894,66.67,0.9,Y,Y,Y,Y
-0.000489911,70.59,0.85,Y,Y,Y,Y
-0.000504969,66.67,0.9,Y,Y,Y,Y
-0.000499176,66.67,0.9,Y,Y,Y,Y
-0.000436274,70.59,0.85,Y,Y,Y,Y
-0.000338952,70.59,0.85,Y,Y,Y,Y
-0.000242988,75,0.8,Y,Y,Y,Y
-0.000151915,70.59,0.85,Y,Y,Y,Y
-0.0000567,70.59,0.85,Y,Y,Y,Y
0.000045,70.59,0.85,Y,Y,Y,Y
0.000161173,66.67,0.9,Y,Y,Y,Y
0.000298812,80,0.75,Y,Y,Y,Y
0.000452252,70.59,0.85,Y,Y,Y,Y
0.000610198,70.59,0.85,Y,Y,Y,Y
0.000766166,70.59,0.85,Y,Y,Y,Y
0.000917843,66.67,0.9,Y,Y,Y,Y
0.001059975,70.59,0.85,Y,Y,Y,Y
0.001177578,52.17,1.15,Y,Y,Y,Y
0.001261676,75,0.8,Y,Y,Y,Y
0.001306524,42.86,1.4,Y,Y,Y,Y
0.001287811,23.53,2.55,Y,Y,Y,Y
0.001214627,80,0.75,Y,Y,Y,Y
0.001151567,80,0.75,Y,Y,Y,Y
0.001128826,75,0.8,Y,Y,Y,Y
0.001109498,70.59,0.85,Y,Y,Y,Y
0.00107158,75,0.8,Y,Y,Y,Y
0.001035198,75,0.8,Y,Y,Y,Y
0.001012716,75,0.8,Y,Y,Y,Y
0.001019191,70.59,0.85,Y,Y,Y,Y
0.001075636,66.67,0.9,Y,Y,Y,Y
0.001172267,75,0.8,Y,Y,Y,Y
0.001277974,70.59,0.85,Y,Y,Y,Y
0.001375618,70.59,0.85,Y,Y,Y,Y
0.00147091,75,0.8,Y,Y,Y,Y
0.001573895,75,0.8,Y,Y,Y,Y
0.00168223,75,0.8,Y,Y,Y,Y
0.001775863,75,0.8,Y,Y,Y,Y
0.001848663,80,0.75,Y,Y,Y,Y
0.001902686,75,0.8,Y,Y,Y,Y
0.001918316,80,0.75,Y,Y,Y,Y
0.001911088,80,0.75,Y,Y,Y,Y
0.001927281,75,0.8,Y,Y,Y,Y
0.001959559,75,0.8,Y,Y,Y,Y
0.001964686,80,0.75,Y,Y,Y,Y
0.00193067,70.59,0.85,Y,Y,Y,Y
0.001874274,75,0.8,Y,Y,Y,Y
0.001805603,70.59,0.85,Y,Y,Y,Y
0.001735472,80,0.75,Y,Y,Y,Y
0.001668459,75,0.8,Y,Y,Y,Y
0.001572482,75,0.8,Y,Y,Y,Y
0.001416452,75,0.8,Y,Y,Y,Y
0.001206413,57.14,1.05,Y,Y,Y,Y
0.000962136,50,1.2,Y,Y,Y,Y
0.000691911,75,0.8,Y,Y,Y,Y
0.00039749,75,0.8,Y,Y,Y,Y
0.0000696,80,0.75,Y,Y,Y,Y
-0.000313642,75,0.8,Y,Y,Y,Y
-0.000713933,80,0.75,Y,Y,Y,Y
-0.00105265,85.71,0.7,Y,Y,Y,Y
-0.001336385,75,0.8,Y,Y,Y,Y
-0.00162396,80,0.75,Y,Y,Y,Y
-0.001935692,80,0.75,Y,Y,Y,Y
-0.002255099,85.71,0.7,Y,Y,Y,Y
-0.002548341,80,0.75,Y,Y,Y,Y
-0.002787627,75,0.8,Y,Y,Y,Y
-0.002972665,80,0.75,Y,Y,Y,Y
-0.003125679,85.71,0.7,Y,Y,Y,Y
-0.003268573,75,0.8,Y,Y,Y,Y
-0.00339598,75,0.8,Y,Y,Y,Y
-0.003481133,75,0.8,Y,Y,Y,Y
-0.003509519,80,0.75,Y,Y,Y,Y
-0.003489003,60,1,Y,Y,Y,Y
-0.003445349,109.09,0.55,Y,Y,Y,Y
-0.003401387,80,0.75,Y,Y,Y,Y
-0.003336674,200,0.3,Y,Y,Y,Y
-0.003198168,150,0.4,Y,Y,Y,Y
-0.002976459,85.71,0.7,Y,Y,Y,Y
-0.002720185,75,0.8,Y,Y,Y,Y
-0.002471824,80,0.75,Y,Y,Y,Y
-0.002238748,80,0.75,Y,Y,Y,Y
-0.002002972,85.71,0.7,Y,Y,Y,Y
-0.001736143,80,0.75,Y,Y,Y,Y
-0.001435195,80,0.75,Y,Y,Y,Y
-0.001134214,200,0.3,Y,Y,Y,Y
-0.000863553,54.55,1.1,Y,Y,Y,Y
-0.000628596,85.71,0.7,Y,Y,Y,Y
-0.000420661,85.71,0.7,Y,Y,Y,Y
-0.000233978,85.71,0.7,Y,Y,Y,Y
-0.000072,92.31,0.65,Y,Y,Y,Y
0.000068,85.71,0.7,Y,Y,Y,Y
0.000187009,75,0.8,Y,Y,Y,Y
0.000257133,80,0.75,Y,Y,Y,Y
0.000268514,85.71,0.7,Y,Y,Y,Y
0.00028385,75,0.8,Y,Y,Y,Y
0.000351791,75,0.8,Y,Y,Y,Y
0.000437395,70.59,0.85,Y,Y,Y,Y
0.000497611,80,0.75,Y,Y,Y,Y
0.00053508,75,0.8,Y,Y,Y,Y
0.000576853,75,0.8,Y,Y,Y,Y
0.000638916,75,0.8,Y,Y,Y,Y
0.000730469,85.71,0.7,Y,Y,Y,Y
0.000871527,80,0.75,Y,Y,Y,Y
0.001065253,75,0.8,Y,Y,Y,Y
0.001293782,80,0.75,Y,Y,Y,Y
0.001523015,92.31,0.65,Y,Y,Y,Y
0.001709353,80,0.75,Y,Y,Y,Y
0.001810137,80,0.75,Y,Y,Y,Y
0.001817694,80,0.75,Y,Y,Y,Y
0.001774836,85.71,0.7,Y,Y,Y,Y
0.001712486,85.71,0.7,Y,Y,Y,Y
0.00161357,85.71,0.7,Y,Y,Y,Y
0.001469286,200,0.3,Y,Y,Y,Y
0.001343054,54.55,1.1,Y,Y,Y,Y
0.001291612,92.31,0.65,Y,Y,Y,Y
0.001289783,92.31,0.65,Y,Y,Y,Y
0.001295462,57.14,1.05,Y,Y,Y,Y
0.001297518,171.43,0.35,Y,Y,Y,Y
0.001301679,46.15,1.3,Y,Y,Y,Y
0.001322059,100,0.6,Y,Y,Y,Y
0.001378401,92.31,0.65,Y,Y,Y,Y
0.001472863,92.31,0.65,Y,Y,Y,Y
0.00157837,92.31,0.65,Y,Y,Y,Y
0.001668112,85.71,0.7,Y,Y,Y,Y
0.001738896,92.31,0.65,Y,Y,Y,Y
0.001798074,92.31,0.65,Y,Y,Y,Y
0.001852447,92.31,0.65,Y,Y,Y,Y
0.00190961,80,0.75,Y,Y,Y,Y
0.001972797,80,0.75,Y,Y,Y,Y
0.002010667,92.31,0.65,Y,Y,Y,Y
0.001977951,92.31,0.65,Y,Y,Y,Y
0.001915708,80,0.75,Y,Y,Y,Y
0.00189518,85.71,0.7,Y,Y,Y,Y
0.001890824,92.31,0.65,Y,Y,Y,Y
0.001845052,92.31,0.65,Y,Y,Y,Y
0.001747013,80,0.75,Y,Y,Y,Y
0.001613269,80,0.75,Y,Y,Y,Y
0.001463387,46.15,1.3,Y,Y,Y,Y
0.001308324,80,0.75,Y,Y,Y,Y
0.001134828,66.67,0.9,Y,Y,Y,Y
0.00091346,75,0.8,Y,Y,Y,Y
0.000634681,85.71,0.7,Y,Y,Y,Y
0.000312705,44.44,1.35,Y,Y,Y,Y
-0.00000895,92.31,0.65,Y,Y,Y,Y
-0.000301549,80,0.75,Y,Y,Y,Y
-0.000609387,75,0.8,Y,Y,Y,Y
-0.000959815,70.59,0.85,Y,Y,Y,Y
-0.001296913,80,0.75,Y,Y,Y,Y
-0.001565585,92.31,0.65,Y,Y,Y,Y
-0.001785226,85.71,0.7,Y,Y,Y,Y
-0.00199845,85.71,0.7,Y,Y,Y,Y
-0.002209128,85.71,0.7,Y,Y,Y,Y
-0.002399448,70.59,0.85,Y,Y,Y,Y
-0.002556786,70.59,0.85,Y,Y,Y,Y
-0.002678869,66.67,0.9,Y,Y,Y,Y
-0.002765811,75,0.8,Y,Y,Y,Y
-0.002825065,80,0.75,Y,Y,Y,Y
-0.002868896,75,0.8,Y,Y,Y,Y
-0.002902579,75,0.8,Y,Y,Y,Y
-0.002912938,80,0.75,Y,Y,Y,Y
-0.002889602,92.31,0.65,Y,Y,Y,Y
-0.002858934,80,0.75,Y,Y,Y,Y
-0.002826883,75,0.8,Y,Y,Y,Y
-0.002751169,75,0.8,Y,Y,Y,Y
-0.002619236,80,0.75,Y,Y,Y,Y
-0.002461435,80,0.75,Y,Y,Y,Y
-0.002299692,80,0.75,Y,Y,Y,Y
-0.002125217,70.59,0.85,Y,Y,Y,Y
-0.001912814,70.59,0.85,Y,Y,Y,Y
-0.001655882,75,0.8,Y,Y,Y,Y
-0.001360623,80,0.75,Y,Y,Y,Y
-0.001031664,75,0.8,Y,Y,Y,Y
-0.000695126,75,0.8,Y,Y,Y,Y
-0.000388814,75,0.8,Y,Y,Y,Y
-0.000124549,75,0.8,Y,Y,Y,Y
0.000107029,80,0.75,Y,Y,Y,Y
0.000315651,75,0.8,Y,Y,Y,Y
0.000487961,75,0.8,Y,Y,Y,Y
0.000591182,80,0.75,Y,Y,Y,Y
0.000642737,75,0.8,Y,Y,Y,Y
0.000697687,70.59,0.85,Y,Y,Y,Y
0.000758833,75,0.8,Y,Y,Y,Y
0.000795058,75,0.8,Y,Y,Y,Y
0.000807198,70.59,0.85,Y,Y,Y,Y
0.00080888,70.59,0.85,Y,Y,Y,Y
0.000797762,70.59,0.85,Y,Y,Y,Y
0.00078391,75,0.8,Y,Y,Y,Y
0.000784278,70.59,0.85,Y,Y,Y,Y
0.000793556,75,0.8,Y,Y,Y,Y
0.000793363,75,0.8,Y,Y,Y,Y
0.000772607,75,0.8,Y,Y,Y,Y
0.000738408,75,0.8,Y,Y,Y,Y
0.00070114,70.59,0.85,Y,Y,Y,Y
0.000669797,80,0.75,Y,Y,Y,Y
0.000649955,75,0.8,Y,Y,Y,Y
0.000619773,70.59,0.85,Y,Y,Y,Y
0.00058195,70.59,0.85,Y,Y,Y,Y
0.000592437,85.71,0.7,Y,Y,Y,Y
0.000671574,75,0.8,Y,Y,Y,Y
0.000785627,70.59,0.85,Y,Y,Y,Y
0.000908372,75,0.8,Y,Y,Y,Y
0.001027572,70.59,0.85,Y,Y,Y,Y
0.001135603,200,0.3,Y,Y,Y,Y
0.001244718,133.33,0.45,Y,Y,Y,Y
0.001378203,80,0.75,Y,Y,Y,Y
0.001534368,75,0.8,Y,Y,Y,Y
0.001673354,75,0.8,Y,Y,Y,Y
0.001772582,80,0.75,Y,Y,Y,Y
0.001851382,85.71,0.7,Y,Y,Y,Y
0.001913702,80,0.75,Y,Y,Y,Y
0.001962701,75,0.8,Y,Y,Y,Y
0.002008411,80,0.75,Y,Y,Y,Y
0.002002117,200,0.3,Y,Y,Y,Y
0.001918266,120,0.5,Y,Y,Y,Y
0.001826844,80,0.75,Y,Y,Y,Y
0.001770608,75,0.8,Y,Y,Y,Y
0.001708871,75,0.8,Y,Y,Y,Y
0.001598456,80,0.75,Y,Y,Y,Y
0.001436553,75,0.8,Y,Y,Y,Y
0.00123421,80,0.75,Y,Y,Y,Y
0.001007465,75,0.8,Y,Y,Y,Y
0.000779402,85.71,0.7,Y,Y,Y,Y
0.000551217,80,0.75,Y,Y,Y,Y
0.000298085,57.14,1.05,Y,Y,Y,Y
0.00000836,150,0.4,Y,Y,Y,Y
-0.000289509,92.31,0.65,Y,Y,Y,Y
-0.000550527,80,0.75,Y,Y,Y,Y
-0.000781128,80,0.75,Y,Y,Y,Y
-0.001032984,85.71,0.7,Y,Y,Y,Y
-0.001304399,85.71,0.7,Y,Y,Y,Y
-0.00154591,80,0.75,Y,Y,Y,Y
-0.001746226,75,0.8,Y,Y,Y,Y
-0.001921734,54.55,1.1,Y,Y,Y,Y
-0.002079567,150,0.4,Y,Y,Y,Y
0.000937468,80,0.75,Y,Y,Y,Y
0.00115252,75,0.8,Y,Y,Y,Y
0.001353198,75,0.8,Y,Y,Y,Y
0.001518678,75,0.8,Y,Y,Y,Y
0.001653715,75,0.8,Y,Y,Y,Y
0.001771706,75,0.8,Y,Y,Y,Y
0.001887993,80,0.75,Y,Y,Y,Y
0.001980957,75,0.8,Y,Y,Y,Y
0.002018438,85.71,0.7,Y,Y,Y,Y
0.002036448,80,0.75,Y,Y,Y,Y
0.002082782,85.71,0.7,Y,Y,Y,Y
0.002136759,80,0.75,Y,Y,Y,Y
0.002146197,80,0.75,Y,Y,Y,Y
0.002076111,46.15,1.3,Y,Y,Y,Y
0.001915867,75,0.8,Y,Y,Y,Y
0.001681573,57.14,1.05,Y,Y,Y,Y
0.001395949,150,0.4,Y,Y,Y,Y
0.001073413,85.71,0.7,Y,Y,Y,Y
0.000705728,80,0.75,Y,Y,Y,Y
0.00026858,80,0.75,Y,Y,Y,Y
-0.000230525,80,0.75,Y,Y,Y,Y
-0.000749404,85.71,0.7,Y,Y,Y,Y
-0.001264835,85.71,0.7,Y,Y,Y,Y
-0.001769737,200,0.3,Y,Y,Y,Y
-0.002221402,54.55,1.1,Y,Y,Y,Y
-0.002582728,85.71,0.7,Y,Y,Y,Y
-0.002876692,46.15,1.3,Y,Y,Y,Y
-0.003139961,171.43,0.35,Y,Y,Y,Y
-0.00336772,171.43,0.35,Y,Y,Y,Y
-0.003531249,44.44,1.35,Y,Y,Y,Y
-0.003619314,92.31,0.65,Y,Y,Y,Y
-0.003632192,92.31,0.65,Y,Y,Y,Y
-0.003572774,85.71,0.7,Y,Y,Y,Y
-0.003456464,200,0.3,Y,Y,Y,Y
-0.003304585,54.55,1.1,Y,Y,Y,Y
-0.003135027,63.16,0.95,Y,Y,Y,Y
-0.002945269,57.14,1.05,Y,Y,Y,Y
-0.002719245,100,0.6,Y,Y,Y,Y
-0.002479542,85.71,0.7,Y,Y,Y,Y
-0.002254673,80,0.75,Y,Y,Y,Y
-0.002013582,92.31,0.65,Y,Y,Y,Y
-0.001721038,200,0.3,Y,Y,Y,Y
-0.001404136,57.14,1.05,Y,Y,Y,Y
-0.001111649,200,0.3,Y,Y,Y,Y
-0.000850687,54.55,1.1,Y,Y,Y,Y
-0.000604028,85.71,0.7,Y,Y,Y,Y
-0.000358541,80,0.75,Y,Y,Y,Y
-0.000110451,75,0.8,Y,Y,Y,Y
0.000136677,80,0.75,Y,Y,Y,Y
0.00037322,100,0.6,Y,Y,Y,Y
0.000580996,75,0.8,Y,Y,Y,Y
0.000752639,41.38,1.45,Y,Y,Y,Y
0.000901444,75,0.8,Y,Y,Y,Y
0.001048595,92.31,0.65,Y,Y,Y,Y
0.001187084,75,0.8,Y,Y,Y,Y
0.001280685,100,0.6,Y,Y,Y,Y
0.00133347,200,0.3,Y,Y,Y,Y
0.00140734,75,0.8,Y,Y,Y,Y
0.00154452,46.15,1.3,Y,Y,Y,Y
0.001715691,200,0.3,Y,Y,Y,Y
0.001877024,54.55,1.1,Y,Y,Y,Y
0.002020048,171.43,0.35,Y,Y,Y,Y
0.002139864,48,1.25,Y,Y,Y,Y
0.002249312,60,1,Y,Y,Y,Y
0.002375854,75,0.8,Y,Y,Y,Y
0.002517723,54.55,1.1,Y,Y,Y,Y
0.002648407,75,0.8,Y,Y,Y,Y
0.002737484,60,1,Y,Y,Y,Y
0.002781335,150,0.4,Y,Y,Y,Y
0.002789018,85.71,0.7,Y,Y,Y,Y
0.002759271,80,0.75,Y,Y,Y,Y
0.002709401,75,0.8,Y,Y,Y,Y
0.002640163,85.71,0.7,Y,Y,Y,Y
0.00250685,85.71,0.7,Y,Y,Y,Y
0.002325406,75,0.8,Y,Y,Y,Y
0.002172894,75,0.8,Y,Y,Y,Y
0.002059984,57.14,1.05,Y,Y,Y,Y
0.001934078,30,2,Y,Y,Y,Y
0.001758997,80,0.75,Y,Y,Y,Y
0.00153789,200,0.3,Y,Y,Y,Y
0.001293199,80,0.75,Y,Y,Y,Y
0.001044783,80,0.75,Y,Y,Y,Y
0.000804833,120,0.5,Y,Y,Y,Y
0.000560675,60,1,Y,Y,Y,Y
0.000282335,171.43,0.35,Y,Y,Y,Y
-0.0000273,54.55,1.1,Y,Y,Y,Y
-0.000337292,80,0.75,Y,Y,Y,Y
-0.000622421,80,0.75,Y,Y,Y,Y
-0.000879373,150,0.4,Y,Y,Y,Y
-0.001141986,60,1,Y,Y,Y,Y
-0.001422194,133.33,0.45,Y,Y,Y,Y
-0.001670672,80,0.75,Y,Y,Y,Y
-0.001847404,200,0.3,Y,Y,Y,Y
-0.001965093,85.71,0.7,Y,Y,Y,Y
-0.002056268,85.71,0.7,Y,Y,Y,Y
-0.00213314,133.33,0.45,Y,Y,Y,Y
-0.002195325,80,0.75,Y,Y,Y,Y
-0.002230704,85.71,0.7,Y,Y,Y,Y
-0.002211205,85.71,0.7,Y,Y,Y,Y
-0.002136042,80,0.75,Y,Y,Y,Y
-0.00203627,80,0.75,Y,Y,Y,Y
-0.001939687,57.14,1.05,Y,Y,Y,Y
-0.001856474,150,0.4,Y,Y,Y,Y
-0.001779362,92.31,0.65,Y,Y,Y,Y
-0.001704552,80,0.75,Y,Y,Y,Y
-0.001636096,200,0.3,Y,Y,Y,Y
-0.001582819,57.14,1.05,Y,Y,Y,Y
-0.001574465,200,0.3,Y,Y,Y,Y
-0.001615788,54.55,1.1,Y,Y,Y,Y
-0.001637943,85.71,0.7,Y,Y,Y,Y
-0.001571743,80,0.75,Y,Y,Y,Y
-0.00143573,200,0.3,Y,Y,Y,Y
-0.001292185,150,0.4,Y,Y,Y,Y
-0.00116455,85.71,0.7,Y,Y,Y,Y
-0.001050675,57.14,1.05,Y,Y,Y,Y
-0.000940877,120,0.5,Y,Y,Y,Y
-0.000817224,57.14,1.05,Y,Y,Y,Y
-0.00068073,120,0.5,Y,Y,Y,Y
-0.000542198,75,0.8,Y,Y,Y,Y
-0.000409637,85.71,0.7,Y,Y,Y,Y
-0.000284255,80,0.75,Y,Y,Y,Y
-0.000144829,80,0.75,Y,Y,Y,Y
0.0000189,80,0.75,Y,Y,Y,Y
0.000190268,85.71,0.7,Y,Y,Y,Y
0.000359203,60,1,Y,Y,Y,Y
0.000522103,150,0.4,Y,Y,Y,Y
0.000652586,85.71,0.7,Y,Y,Y,Y
0.000726491,85.71,0.7,Y,Y,Y,Y
0.00077575,80,0.75,Y,Y,Y,Y
0.000861915,109.09,0.55,Y,Y,Y,Y
0.000991041,80,0.75,Y,Y,Y,Y
0.001105221,85.71,0.7,Y,Y,Y,Y
0.001167046,100,0.6,Y,Y,Y,Y
0.001197673,44.44,1.35,Y,Y,Y,Y
0.001222475,92.31,0.65,Y,Y,Y,Y
0.001241696,92.31,0.65,Y,Y,Y,Y
0.001264527,92.31,0.65,Y,Y,Y,Y
0.001296093,92.31,0.65,Y,Y,Y,Y
0.001317787,60,1,Y,Y,Y,Y
0.001319412,150,0.4,Y,Y,Y,Y
0.001313618,85.71,0.7,Y,Y,Y,Y
0.001309148,80,0.75,Y,Y,Y,Y
0.001303065,200,0.3,Y,Y,Y,Y
0.001300994,57.14,1.05,Y,Y,Y,Y
0.001300933,66.67,0.9,Y,Y,Y,Y
0.001267773,75,0.8,Y,Y,Y,Y
0.001174365,80,0.75,Y,Y,Y,Y
0.001064841,75,0.8,Y,Y,Y,Y
0.001008544,80,0.75,Y,Y,Y,Y
0.000998223,80,0.75,Y,Y,Y,Y
0.000975638,75,0.8,Y,Y,Y,Y
0.000926917,200,0.3,Y,Y,Y,Y
0.00087158,75,0.8,Y,Y,Y,Y
0.000816819,240,0.25,Y,Y,Y,Y
0.000770813,63.16,0.95,Y,Y,Y,Y
0.000745163,75,0.8,Y,Y,Y,Y
0.000742936,70.59,0.85,Y,Y,Y,Y
0.00074682,92.31,0.65,Y,Y,Y,Y
0.000736194,75,0.8,Y,Y,Y,Y
0.000727295,75,0.8,Y,Y,Y,Y
0.000741822,85.71,0.7,Y,Y,Y,Y
0.000766737,70.59,0.85,Y,Y,Y,Y
0.000792225,70.59,0.85,Y,Y,Y,Y
0.000814917,70.59,0.85,Y,Y,Y,Y
0.000800346,200,0.3,Y,Y,Y,Y
0.00075143,70.59,0.85,Y,Y,Y,Y
0.000732854,57.14,1.05,Y,Y,Y,Y
0.000764734,50,1.2,Y,Y,Y,Y
0.00080234,150,0.4,Y,Y,Y,Y
0.000809452,60,1,Y,Y,Y,Y
0.000786728,52.17,1.15,Y,Y,Y,Y
0.000753273,200,0.3,Y,Y,Y,Y
0.000726229,85.71,0.7,Y,Y,Y,Y
0.000709145,200,0.3,Y,Y,Y,Y
0.000687184,63.16,0.95,Y,Y,Y,Y
0.000629247,92.31,0.65,Y,Y,Y,Y
0.000524095,46.15,1.3,Y,Y,Y,Y
0.000386913,109.09,0.55,Y,Y,Y,Y
0.000226795,54.55,1.1,Y,Y,Y,Y
0.0000465,133.33,0.45,Y,Y,Y,Y
-0.000145902,300,0.2,Y,Y,Y,Y
-0.00036,75,0.8,Y,Y,Y,Y
-0.000619829,100,0.6,Y,Y,Y,Y
-0.000885601,70.59,0.85,Y,Y,Y,Y
-0.001095326,80,0.75,Y,Y,Y,Y
-0.001272361,240,0.25,Y,Y,Y,Y
-0.001481704,80,0.75,Y,Y,Y,Y
-0.001732348,92.31,0.65,Y,Y,Y,Y
-0.001973099,54.55,1.1,Y,Y,Y,Y
-0.002170269,92.31,0.65,Y,Y,Y,Y
-0.002331956,75,0.8,Y,Y,Y,Y
-0.002463154,100,0.6,Y,Y,Y,Y
-0.00255026,54.55,1.1,Y,Y,Y,Y
-0.002588702,150,0.4,Y,Y,Y,Y
-0.00257999,85.71,0.7,Y,Y,Y,Y
-0.002515977,75,0.8,Y,Y,Y,Y
-0.002393882,200,0.3,Y,Y,Y,Y
-0.002211792,150,0.4,Y,Y,Y,Y
-0.001973383,75,0.8,Y,Y,Y,Y
-0.001724378,54.55,1.1,Y,Y,Y,Y
-0.001481276,200,0.3,Y,Y,Y,Y
-0.00118914,66.67,0.9,Y,Y,Y,Y
-0.000872717,75,0.8,Y,Y,Y,Y
-0.000633145,171.43,0.35,Y,Y,Y,Y
-0.000501483,133.33,0.45,Y,Y,Y,Y
-0.000421334,70.59,0.85,Y,Y,Y,Y
-0.000327836,80,0.75,Y,Y,Y,Y
-0.000211665,75,0.8,Y,Y,Y,Y
-0.0000738,75,0.8,Y,Y,Y,Y
0.000102025,75,0.8,Y,Y,Y,Y
0.000299545,75,0.8,Y,Y,Y,Y
0.000478275,80,0.75,Y,Y,Y,Y
0.000611363,80,0.75,Y,Y,Y,Y
0.000700717,92.31,0.65,Y,Y,Y,Y
0.000771804,80,0.75,Y,Y,Y,Y
0.000848057,80,0.75,Y,Y,Y,Y
0.000929756,92.31,0.65,Y,Y,Y,Y
0.000976287,85.71,0.7,Y,Y,Y,Y
0.000964085,85.71,0.7,Y,Y,Y,Y
0.000943247,92.31,0.65,Y,Y,Y,Y
0.000955592,44.44,1.35,Y,Y,Y,Y
0.000975114,75,0.8,Y,Y,Y,Y
0.000973016,80,0.75,Y,Y,Y,Y
0.000967546,80,0.75,Y,Y,Y,Y
0.000978494,85.71,0.7,Y,Y,Y,Y
0.000999685,200,0.3,Y,Y,Y,Y
0.001031612,133.33,0.45,Y,Y,Y,Y
0.001088484,80,0.75,Y,Y,Y,Y
0.001173086,75,0.8,Y,Y,Y,Y
0.001259071,75,0.8,Y,Y,Y,Y
0.0013226,57.14,1.05,Y,Y,Y,Y
0.001376491,133.33,0.45,Y,Y,Y,Y
0.00142776,85.71,0.7,Y,Y,Y,Y
0.001480965,100,0.6,Y,Y,Y,Y
0.001543266,109.09,0.55,Y,Y,Y,Y
0.0015729,60,1,Y,Y,Y,Y
0.001553905,70.59,0.85,Y,Y,Y,Y
0.001539599,200,0.3,Y,Y,Y,Y
0.001549755,100,0.6,Y,Y,Y,Y
0.001537727,66.67,0.9,Y,Y,Y,Y
0.001475031,66.67,0.9,Y,Y,Y,Y
0.001375276,66.67,0.9,Y,Y,Y,Y
0.001254387,100,0.6,Y,Y,Y,Y
0.001127513,200,0.3,Y,Y,Y,Y
0.001007471,75,0.8,Y,Y,Y,Y
0.000884932,75,0.8,Y,Y,Y,Y
0.000723506,75,0.8,Y,Y,Y,Y
0.000500998,75,0.8,Y,Y,Y,Y
0.000232006,75,0.8,Y,Y,Y,Y
-0.0000539,75,0.8,Y,Y,Y,Y
-0.00032916,60,1,Y,Y,Y,Y
-0.00060508,171.43,0.35,Y,Y,Y,Y
-0.00092351,92.31,0.65,Y,Y,Y,Y
-0.001275135,85.71,0.7,Y,Y,Y,Y
-0.001606377,200,0.3,Y,Y,Y,Y
-0.001891141,75,0.8,Y,Y,Y,Y
-0.002160531,133.33,0.45,Y,Y,Y,Y
-0.002452027,85.71,0.7,Y,Y,Y,Y
-0.002745821,70.59,0.85,Y,Y,Y,Y
-0.002990078,70.59,0.85,Y,Y,Y,Y
-0.00314681,66.67,0.9,Y,Y,Y,Y
-0.003206966,66.67,0.9,Y,Y,Y,Y
-0.003183872,66.67,0.9,Y,Y,Y,Y
-0.003101463,70.59,0.85,Y,Y,Y,Y
-0.002991431,66.67,0.9,Y,Y,Y,Y
-0.002871804,75,0.8,Y,Y,Y,Y
-0.00272421,70.59,0.85,Y,Y,Y,Y
-0.002526139,70.59,0.85,Y,Y,Y,Y
-0.002303509,70.59,0.85,Y,Y,Y,Y
-0.002091055,80,0.75,Y,Y,Y,Y
-0.001867785,75,0.8,Y,Y,Y,Y
-0.001603446,75,0.8,Y,Y,Y,Y
-0.001320588,75,0.8,Y,Y,Y,Y
-0.001066135,75,0.8,Y,Y,Y,Y
-0.000844833,80,0.75,Y,Y,Y,Y
-0.000640755,75,0.8,Y,Y,Y,Y
-0.000456052,70.59,0.85,Y,Y,Y,Y
-0.000286137,75,0.8,Y,Y,Y,Y
-0.000117931,75,0.8,Y,Y,Y,Y
0.0000462,75,0.8,Y,Y,Y,Y
0.000182222,75,0.8,Y,Y,Y,Y
0.000271392,75,0.8,Y,Y,Y,Y
0.000327766,75,0.8,Y,Y,Y,Y
0.000381702,75,0.8,Y,Y,Y,Y
0.000440113,70.59,0.85,Y,Y,Y,Y
0.000471263,80,0.75,Y,Y,Y,Y
0.000450052,75,0.8,Y,Y,Y,Y
0.000415519,80,0.75,Y,Y,Y,Y
0.000417797,75,0.8,Y,Y,Y,Y
0.000445744,80,0.75,Y,Y,Y,Y
0.000461807,85.71,0.7,Y,Y,Y,Y
0.000455325,75,0.8,Y,Y,Y,Y
0.000439008,75,0.8,Y,Y,Y,Y
0.00042242,80,0.75,Y,Y,Y,Y
0.000416102,80,0.75,Y,Y,Y,Y
0.000435965,80,0.75,Y,Y,Y,Y
0.00047212,75,0.8,Y,Y,Y,Y
0.000494065,85.71,0.7,Y,Y,Y,Y
0.000494191,85.71,0.7,Y,Y,Y,Y
0.000484622,75,0.8,Y,Y,Y,Y
0.000474408,120,0.5,Y,Y,Y,Y
0.000474101,240,0.25,Y,Y,Y,Y
0.000490393,85.71,0.7,Y,Y,Y,Y
0.00051323,85.71,0.7,Y,Y,Y,Y
0.000526773,75,0.8,Y,Y,Y,Y
0.000544816,92.31,0.65,Y,Y,Y,Y
0.000608904,80,0.75,Y,Y,Y,Y
0.000714686,80,0.75,Y,Y,Y,Y
0.000819234,75,0.8,Y,Y,Y,Y
0.000911795,80,0.75,Y,Y,Y,Y
0.00099746,80,0.75,Y,Y,Y,Y
0.001075684,92.31,0.65,Y,Y,Y,Y
0.001151192,80,0.75,Y,Y,Y,Y
0.001236763,80,0.75,Y,Y,Y,Y
0.001334711,85.71,0.7,Y,Y,Y,Y
0.001425635,80,0.75,Y,Y,Y,Y
